evenness,sil
0.964274618,-0.49828386
0.930069877,-0.35413718
0.916893706,-0.47567236
0.872812218,-0.56258905
0.832892789,-0.45414385
0.787265368,-0.33780053
0.716688178,-0.39453384
0.687956297,-0.20756465
0.571332375,-0.56741476
0.436248275,-0.016403323
0.955031514,-0.46359646
0.925901673,-0.4134084
0.907555244,-0.52673334
0.872026381,-0.43103188
0.836446754,-0.3629965
0.815107537,-0.4119625
0.735226411,-0.5568273
0.671353608,-0.40758842
0.591787865,-0.2051204
0.468626172,-0.16033766
0.957798778,-0.47549912
0.929166863,-0.5015117
0.89910351,-0.5074026
0.871362492,-0.4029774
0.82852086,-0.5374553
0.790029878,-0.3691797
0.717787595,-0.4096793
0.673617048,-0.4315652
0.578310173,-0.3478105
0.457972729,-0.4827059
0.962268063,-0.4641847
0.936989073,-0.4386216
0.899913002,-0.4876608
0.858624672,-0.49510175
0.849385568,-0.37572765
0.775875437,-0.55575085
0.744459166,-0.4811055
0.657221951,-0.351403
0.594573667,-0.21768437
0.438598491,-0.48580095
0.959247536,-0.44003743
0.950855662,-0.4404777
0.907075186,-0.31910238
0.86752362,-0.43678048
0.835034851,-0.61045945
0.776420116,-0.37636057
0.716041101,-0.45286423
0.670210336,-0.5130252
0.591918323,-0.43285713
0.424050505,-0.5256338
0.945957313,-0.42533177
0.934739011,-0.30987847
0.914007365,-0.4520709
0.875985354,-0.4989767
0.848167373,-0.3048826
0.795363622,-0.2980637
0.725481333,-0.4501408
0.647156963,-0.3997198
0.57497204,-0.07953242
0.445619007,-0.39168057
0.951472327,-0.51403743
0.93127343,-0.5482733
0.910477684,-0.55403566
0.884617988,-0.49450868
0.837364317,-0.54532903
0.792448446,-0.51289016
0.714946731,-0.4357343
0.664907502,-0.38555294
0.5629519,-0.5504295
0.430204824,-0.30166277
0.957892592,-0.51526195
0.9463497,-0.40800273
0.899483568,-0.3795284
0.878615289,-0.42173293
0.826004132,-0.5640192
0.791513057,-0.49043852
0.743057669,-0.10069
0.644472956,-0.6503394
0.5583878,-0.39891902
0.469690357,-0.023874128
0.960621635,-0.47793877
0.94063217,-0.33629966
0.91873891,-0.3503871
0.884049846,-0.43235198
0.824047861,-0.5499438
0.787139385,-0.5329649
0.736154467,-0.24225362
0.670492792,-0.15239413
0.549962725,-0.48676446
0.439301425,-0.31392404
0.950330233,-0.41482756
0.931362039,-0.49622762
0.904973628,-0.4963204
0.869955765,-0.5567031
0.828436204,-0.42882645
0.798455329,-0.30666098
0.725894166,-0.5036322
0.6771911,-0.4520476
0.534780198,-0.5231641
0.440000279,-0.29286048
